2025-01-12 20:53:43,026: 127.0.0.1 - - [12/Jan/2025 20:53:43] "POST /start HTTP/1.1" 200 -
2025-01-12 20:53:45,675: Key.shift
2025-01-12 20:53:45,675: Key.shift
2025-01-12 20:53:46,012: K
2025-01-12 20:53:46,013: K
2025-01-12 20:53:46,743: a
2025-01-12 20:53:46,744: a
2025-01-12 20:53:47,081: r
2025-01-12 20:53:47,081: r
2025-01-12 20:53:47,405: u
2025-01-12 20:53:47,405: u
2025-01-12 20:53:47,722: n
2025-01-12 20:53:47,723: n
2025-01-12 20:53:48,149: y
2025-01-12 20:53:48,149: y
2025-01-12 20:53:48,621: a
2025-01-12 20:53:48,621: a
2025-01-12 20:53:50,678: 127.0.0.1 - - [12/Jan/2025 20:53:50] "POST /stop HTTP/1.1" 200 -
2025-01-12 20:53:53,635: 127.0.0.1 - - [12/Jan/2025 20:53:53] "GET /logs HTTP/1.1" 200 -
2025-01-12 20:53:57,873: Key.alt_l
2025-01-12 20:53:57,873: Key.alt_l
2025-01-12 20:53:58,104: Key.tab
2025-01-12 20:53:58,104: Key.tab
2025-01-12 20:53:58,661: Key.tab
2025-01-12 20:53:58,661: Key.tab
2025-01-12 20:54:06,128: Key.down
2025-01-12 20:54:06,129: Key.down
2025-01-12 20:54:06,547: Key.down
2025-01-12 20:54:06,548: Key.down
2025-01-12 20:54:06,993: Key.down
2025-01-12 20:54:06,993: Key.down
2025-01-12 20:54:07,357: Key.down
2025-01-12 20:54:07,357: Key.down
2025-01-12 20:54:07,762: Key.down
2025-01-12 20:54:07,762: Key.down
2025-01-12 20:54:08,205: Key.down
2025-01-12 20:54:08,206: Key.down
2025-01-12 20:54:09,166: Key.up
2025-01-12 20:54:09,167: Key.up
2025-01-12 20:54:09,357: Key.up
2025-01-12 20:54:09,358: Key.up
2025-01-12 20:54:09,512: Key.up
2025-01-12 20:54:09,512: Key.up
2025-01-12 20:54:09,667: Key.up
2025-01-12 20:54:09,667: Key.up
2025-01-12 20:54:10,110: Key.alt_l
2025-01-12 20:54:10,110: Key.alt_l
2025-01-12 20:54:10,229: Key.tab
2025-01-12 20:54:10,229: Key.tab
2025-01-12 20:56:21,728: Key.alt_l
2025-01-12 20:56:21,729: Key.alt_l
2025-01-12 20:56:21,849: Key.tab
2025-01-12 20:56:21,850: Key.tab
2025-01-12 20:56:22,775: Key.alt_l
2025-01-12 20:56:22,776: Key.alt_l
2025-01-12 20:56:22,858: Key.tab
2025-01-12 20:56:22,859: Key.tab
2025-01-12 20:56:23,587: Key.alt_l
2025-01-12 20:56:23,587: Key.alt_l
2025-01-12 20:56:24,100: Key.alt_l
2025-01-12 20:56:24,100: Key.alt_l
2025-01-12 20:56:24,132: Key.alt_l
2025-01-12 20:56:24,132: Key.alt_l
2025-01-12 20:56:24,165: Key.alt_l
2025-01-12 20:56:24,166: Key.alt_l
2025-01-12 20:56:24,182: Key.tab
2025-01-12 20:56:24,183: Key.tab
2025-01-12 20:56:35,339: Key.alt_l
2025-01-12 20:56:35,339: Key.alt_l
2025-01-12 20:56:35,437: Key.tab
2025-01-12 20:56:35,437: Key.tab
2025-01-12 20:56:36,279: Key.alt_l
2025-01-12 20:56:36,279: Key.alt_l
2025-01-12 20:56:36,373: Key.tab
2025-01-12 20:56:36,374: Key.tab
2025-01-12 20:56:37,010: Key.tab
2025-01-12 20:56:37,011: Key.tab
2025-01-12 21:01:14,139: Key.left
2025-01-12 21:01:14,139: Key.left
2025-01-12 21:01:14,694: Key.left
2025-01-12 21:01:14,694: Key.left
2025-01-12 21:01:15,331: Key.left
2025-01-12 21:01:15,332: Key.left
2025-01-12 21:01:15,729: Key.left
2025-01-12 21:01:15,729: Key.left
2025-01-12 21:01:15,914: Key.left
2025-01-12 21:01:15,914: Key.left
2025-01-12 21:01:16,080: Key.left
2025-01-12 21:01:16,080: Key.left
2025-01-12 21:01:16,235: Key.left
2025-01-12 21:01:16,235: Key.left
2025-01-12 21:01:16,391: Key.left
2025-01-12 21:01:16,391: Key.left
2025-01-12 21:01:51,513: 0
2025-01-12 21:01:51,513: 0
2025-01-12 21:01:51,770: Key.shift
2025-01-12 21:01:51,771: Key.shift
2025-01-12 21:01:51,959: :
2025-01-12 21:01:51,960: :
2025-01-12 21:01:52,506: 0
2025-01-12 21:01:52,506: 0
2025-01-12 21:01:52,893: 0
2025-01-12 21:01:52,893: 0
2025-01-12 21:01:53,717: Key.backspace
2025-01-12 21:01:53,717: Key.backspace
2025-01-12 21:01:53,892: Key.backspace
2025-01-12 21:01:53,893: Key.backspace
2025-01-12 21:01:54,028: Key.backspace
2025-01-12 21:01:54,028: Key.backspace
2025-01-12 21:01:54,374: Key.backspace
2025-01-12 21:01:54,374: Key.backspace
2025-01-12 21:01:55,405: Key.shift
2025-01-12 21:01:55,406: Key.shift
2025-01-12 21:01:55,915: Key.shift
2025-01-12 21:01:55,915: Key.shift
2025-01-12 21:01:55,947: Key.shift
2025-01-12 21:01:55,948: Key.shift
2025-01-12 21:01:55,958: )
2025-01-12 21:01:55,958: )
2025-01-12 21:01:56,200: Key.shift
2025-01-12 21:01:56,200: Key.shift
2025-01-12 21:01:56,572: :
2025-01-12 21:01:56,573: :
2025-01-12 21:01:57,010: Key.shift
2025-01-12 21:01:57,010: Key.shift
2025-01-12 21:01:58,069: 0
2025-01-12 21:01:58,070: 0
2025-01-12 21:01:58,207: 0
2025-01-12 21:01:58,207: 0
2025-01-12 21:01:58,642: Key.space
2025-01-12 21:01:58,643: Key.space
2025-01-12 21:01:59,095: Key.backspace
2025-01-12 21:01:59,095: Key.backspace
2025-01-12 21:01:59,272: Key.backspace
2025-01-12 21:01:59,273: Key.backspace
2025-01-12 21:01:59,416: Key.backspace
2025-01-12 21:01:59,416: Key.backspace
2025-01-12 21:01:59,557: Key.backspace
2025-01-12 21:01:59,557: Key.backspace
2025-01-12 21:01:59,882: Key.backspace
2025-01-12 21:01:59,882: Key.backspace
2025-01-12 21:02:00,506: 0
2025-01-12 21:02:00,507: 0
2025-01-12 21:02:00,785: Key.shift
2025-01-12 21:02:00,786: Key.shift
2025-01-12 21:02:00,939: :
2025-01-12 21:02:00,940: :
2025-01-12 21:02:01,575: 0
2025-01-12 21:02:01,575: 0
2025-01-12 21:02:01,710: 0
2025-01-12 21:02:01,711: 0
2025-01-12 21:02:02,095: Key.space
2025-01-12 21:02:02,095: Key.space
2025-01-12 21:02:02,250: Key.shift
2025-01-12 21:02:02,250: Key.shift
2025-01-12 21:02:02,440: T
2025-01-12 21:02:02,440: T
2025-01-12 21:02:02,546: e
2025-01-12 21:02:02,547: e
2025-01-12 21:02:02,816: x
2025-01-12 21:02:02,816: x
2025-01-12 21:02:02,954: t
2025-01-12 21:02:02,955: t
2025-01-12 21:02:04,376: Key.shift
2025-01-12 21:02:04,377: Key.shift
2025-01-12 21:02:04,889: Key.shift
2025-01-12 21:02:04,889: Key.shift
2025-01-12 21:02:04,922: Key.shift
2025-01-12 21:02:04,922: Key.shift
2025-01-12 21:02:04,935: Key.space
2025-01-12 21:02:04,935: Key.space
2025-01-12 21:02:05,340: E
2025-01-12 21:02:05,341: E
2025-01-12 21:02:05,918: n
2025-01-12 21:02:05,918: n
2025-01-12 21:02:06,113: c
2025-01-12 21:02:06,113: c
2025-01-12 21:02:06,354: r
2025-01-12 21:02:06,354: r
2025-01-12 21:02:06,474: y
2025-01-12 21:02:06,474: y
2025-01-12 21:02:06,727: p
2025-01-12 21:02:06,728: p
2025-01-12 21:02:06,875: t
2025-01-12 21:02:06,875: t
2025-01-12 21:02:06,980: i
2025-01-12 21:02:06,981: i
2025-01-12 21:02:07,149: o
2025-01-12 21:02:07,149: o
2025-01-12 21:02:07,966: n
2025-01-12 21:02:07,966: n
2025-01-12 21:02:08,548: Key.shift
2025-01-12 21:02:08,548: Key.shift
2025-01-12 21:02:08,713: Key.enter
2025-01-12 21:02:08,713: Key.enter
2025-01-12 21:02:22,790: Key.shift
2025-01-12 21:02:22,790: Key.shift
2025-01-12 21:02:22,968: Key.enter
2025-01-12 21:02:22,968: Key.enter
2025-01-12 21:02:23,738: 0
2025-01-12 21:02:23,738: 0
2025-01-12 21:02:23,948: Key.shift
2025-01-12 21:02:23,949: Key.shift
2025-01-12 21:02:24,165: :
2025-01-12 21:02:24,165: :
2025-01-12 21:02:24,752: 5
2025-01-12 21:02:24,753: 5
2025-01-12 21:02:25,003: 3
2025-01-12 21:02:25,003: 3
2025-01-12 21:02:25,462: Key.space
2025-01-12 21:02:25,462: Key.space
2025-01-12 21:02:26,294: Key.shift
2025-01-12 21:02:26,294: Key.shift
2025-01-12 21:02:26,806: Key.shift
2025-01-12 21:02:26,806: Key.shift
